0,1,235
1,1,4040
2,1,700
3,1,140
4,1,2000
5,1,225
6,1,1400
7,1,880
8,1,400
9,1,4150
10,1,1140
11,1,3000
12,1,4820
13,1,64720
14,1,580
15,1,6315
16,1,2400
17,1,200
18,1,2320
19,1,3530
20,1,6650
21,1,9780
22,1,20
23,1,20680
24,1,460
25,1,18965
26,1,1250
27,1,6145
28,1,21325
29,1,600
30,1,10260
31,1,20
32,1,8760
33,1,45
34,1,1250
35,1,50
36,1,94860
37,1,1640
38,1,2800
39,1,3390
40,1,535
41,1,9165
42,1,2275
43,1,430
44,1,835
45,1,2250
46,1,90
47,1,9340
48,1,3515
49,1,280
50,1,630
51,1,1245
52,1,1600
53,1,35770
54,1,445
55,1,11970
56,1,2000
57,1,1525
58,1,7260
59,1,130
60,1,4440
61,1,1745
62,1,18180
63,1,11205
64,1,180
65,1,1400
66,1,980
67,1,100
68,1,235
69,1,1650
70,1,30
71,1,3320
72,1,1300
73,1,2340
74,1,240
75,1,80
76,1,248830
77,1,4765
78,1,480
79,1,1330
80,1,300
81,1,210
82,1,340
83,1,2560
84,1,14700
85,1,7555
86,1,7390
87,1,1060
88,1,1460
89,1,2490
90,1,15850
91,1,1000
92,1,7100
93,1,45
94,1,1865
95,1,20180
96,1,470
97,1,900
98,1,430
99,1,12970
100,1,80
101,1,22625
102,1,1000
103,1,14120
104,1,5325
105,1,1145
106,1,145
107,1,53060
108,1,9650
109,1,6295
110,1,7800
111,1,1800
112,1,15200
113,1,6090
114,1,3620
115,1,23395
116,1,20
117,1,5365
118,1,1090
119,1,29195
120,1,715
121,1,469600
122,1,1035
123,1,6545
124,1,9935
125,1,4250
126,1,4525
127,1,5870
128,1,5890
129,1,1600
130,1,3000
131,1,2730
132,1,24580
133,1,24140
134,1,8030
135,1,1260
136,1,2980
137,1,8515
138,1,2105
139,1,50
140,1,50
141,1,37360
142,1,220
143,1,6460
144,1,1900
145,1,25
146,1,335
147,1,6000
148,1,920
149,1,8420
150,1,7545
151,1,11545
152,1,31130
153,1,15350
154,1,1825
155,1,4070
156,1,61000
157,1,11590
158,1,200
159,1,2140
160,1,1000
161,1,10890
162,1,16885
163,1,700
164,1,140
165,1,60
166,1,1840
167,1,1485
168,1,2980
169,1,45330
170,1,17255
171,1,1200
172,1,5465
173,1,6415
174,1,3175
175,1,1170
176,1,1825
177,1,19350
178,1,240
179,1,2225
180,1,540
181,1,360
182,1,355
183,1,17610
184,1,3880
185,1,2125
186,1,3150
187,1,810
188,1,1050
189,1,25000
190,1,450
191,1,60
192,1,11030
193,1,29330
194,1,100
195,1,850
196,1,260
197,1,2810
198,1,13800
199,1,7980
200,1,150
201,1,1930
202,1,2800
203,1,700
204,1,470
205,1,1270
206,1,48050
207,1,1900
208,1,100
209,1,10125
210,1,680
211,1,9315
212,1,70485
213,1,90
214,1,1240
215,1,560
216,1,8770
217,1,725
218,1,2850
219,1,490
220,1,1225
221,1,105
222,1,1000
223,1,170
224,1,13370
225,1,25830
226,1,3245
227,1,1465
228,1,450
229,1,2000
230,1,1320
231,1,2200
232,1,660
233,1,50
234,1,770
235,1,15810
236,1,3150
237,1,1025
238,1,140
239,1,18415
240,1,10215
241,1,55990
242,1,1125
243,1,5875
244,1,830
245,1,17850
246,1,4690
247,1,105
248,1,2490
249,1,13930
250,1,7400
251,1,40485
252,1,3750
253,1,28610
254,1,600
255,1,12310
256,1,200
257,1,8670
258,1,5240
259,1,49175
260,1,20
261,1,3330
262,1,640
263,1,20
264,1,2500
265,1,5240
266,1,975
267,1,1080
268,1,3220
269,1,320
270,1,6170
271,1,63030
272,1,50
273,1,2100
274,1,175
275,1,8100
276,1,165
277,1,43950
278,1,54410
279,1,40
280,1,960
281,1,1140
282,1,450
283,1,2325
284,1,30
285,1,700
286,1,2020
287,1,16000
288,1,1120
289,1,2160
290,1,68180
291,1,16990
292,1,3640
293,1,800
294,1,7480
295,1,15420
296,1,2160
297,1,860
298,1,1520
299,1,3820
300,1,2810
301,1,58630
302,1,150
303,1,2410
304,1,4050
305,1,12500
306,1,1430
307,1,780
308,1,14935
309,1,300
310,1,870
311,1,8450
312,1,16690
313,1,25
314,1,4700
315,1,845
316,1,303600
317,1,4150
318,1,400
319,1,520
320,1,3900
321,1,2270
322,1,800
323,1,4760
324,1,5300
325,1,270
326,1,170
327,1,4340
328,1,4410
329,1,755
330,1,28370
331,1,6890
332,1,2230
333,1,5510
334,1,27000
335,1,14000
336,1,40
337,1,25
338,1,8150
339,1,3090
340,1,14835
341,1,80
342,1,2720
343,1,30
344,1,3525
345,1,90
346,1,710
347,1,240
348,1,8505
349,1,4770
350,1,1320
351,1,3200
352,1,1750
353,1,3430
354,1,8510
355,1,1300
356,1,110
357,1,465
358,1,14730
359,1,27410
360,1,1080
361,1,510
362,1,35370
363,1,16380
364,1,3365
365,1,6225
366,1,83450
367,1,500000
368,1,510
369,1,400
370,1,300
371,1,1260
372,1,2915
373,1,1990
374,1,2130
375,1,28210
376,1,1660
377,1,6000
378,1,20655
379,1,5010
380,1,3440
381,1,70
382,1,925
383,1,1105
384,1,520
385,1,1200
386,1,2850
387,1,1175
388,1,9890
389,1,5800
390,1,2870
391,1,5780
392,1,3575
393,1,4720
394,1,2565
395,1,10655
396,1,3320
397,1,4320
398,1,490
399,1,70
400,1,600
401,1,1180
402,1,75
403,1,800
404,1,1225
405,1,60
406,1,7295
407,1,5005
408,1,4245
409,1,23530
410,1,975
411,1,3170
412,1,370
413,1,1550
414,1,2600
415,1,200
416,1,30450
417,1,2000
418,1,1080
419,1,2280
420,1,785
421,1,2550
422,1,11080
423,1,140
424,1,12800
425,1,2490
426,1,810
427,1,5040
428,1,4540
429,1,1920
430,1,3550
431,1,3390
432,1,13300
433,1,275
434,1,525
435,1,105
436,1,20
437,1,1970
438,1,580
439,1,940
440,1,2490
441,1,4525
442,1,4890
443,1,560
444,1,3340
445,1,7085
446,1,4840
447,1,585
448,1,8000
449,1,3760
450,1,6350
451,1,7025
452,1,7420
453,1,1020
454,1,2000
455,1,310
456,1,3145
457,1,2500
458,1,25915
459,1,1685
460,1,410
461,1,1200
462,1,485
463,1,5925
464,1,4505
465,1,450
466,1,3370
467,1,7080
468,1,300
469,1,5715
470,1,10370
471,1,43190
472,1,75
473,1,7500
474,1,50010
475,1,1620
476,1,170
477,1,10350
478,1,6020
479,1,460
480,1,46520
481,1,5200
482,1,6375
483,1,1725
484,1,6910
485,1,2400
486,1,2575
487,1,155
488,1,29460
489,1,31725
490,1,1740
491,1,42000
492,1,48520
